"directorId","directorName","movieCount","ratingSum","normalizedMovieRank","googleHits","normalizedGoogleRank","normalizedRating"
"93","Hasnain Hyderabadwala","4","100","1.3552600145339966","1780","1.0041699409484863","1.34662997722626"
"94","Subhash Ghai","4","90","1.1776299476623535","96200","1.7071800231933594","1.31046998500824"
"95","Guddu Dhanoa","5","120","1.284209966659546","5370","1.030900001525879","1.28245997428894"
"96","Kabir Sadanand","3","70","1.236840009689331","13900","1.0944099426269531","1.24860000610352"
"97","Kanti Shah","6","130","1.1184200048446655","93300","1.6855800151824951","1.24840998649597"
"98","Robby Grewal","3","70","1.236840009689331","3150","1.0143699645996094","1.23295998573303"
"99","Hriday Shetty","3","70","1.236840009689331","3100","1.0140000581741333","1.23289000988007"
"100","Anant Balani","3","70","1.236840009689331","2300","1.008039951324463","1.23171997070312"
"101","Kabeer Kaushik","4","90","1.1776299476623535","41500","1.2999099493026733","1.23090994358063"
"102","Amol Shetge","3","70","1.236840009689331","1710","1.0036499500274658","1.23087000846863"
"103","Pankaj Parashar","4","90","1.1776299476623535","29400","1.2098100185394287","1.21331000328064"
"104","N/A","7","180","1.4060200452804565","0","0","1.20003998279572"
"105","Rajiv S. Ruia","6","130","1.1184200048446655","6430","1.038789987564087","1.12206995487213"
"106","Ashu Trikha","6","130","1.1184200048446655","4020","1.0208499431610107","1.1185599565506"
"107","Tanuja Chandra","3","60","1","64400","1.4704099893569946","1.09071004390717"
"108","Mehul Kumar","3","60","1","52400","1.381060004234314","1.07325994968414"
"109","Ashok Tyagi","3","60","1","51200","1.372130036354065","1.07151997089386"
"110","Chandan Arora","3","60","1","45900","1.332669973373413","1.06380999088287"
"111","Rahat Kazmi","3","60","1","39500","1.2850099802017212","1.05449998378754"
"112","Raj N. Sippy","3","60","1","29700","1.212049961090088","1.04024004936218"
"113","Ajai Sinha","3","60","1","14800","1.1011099815368652","1.01856994628906"
"114","Shyam Ramsay","3","60","1","9930","1.0648499727249146","1.01148998737335"
"115","Jag Mundhra","3","60","1","6710","1.0408799648284912","1.00680994987488"
"116","Kalpana Lajmi","3","60","1","4380","1.0235300064086914","1.00341999530792"
"117","Ajay Chandhok","4","80","1","2420","1.008929967880249","1.00057005882263"
"118","Puneet Sira","3","60","1","2030","1.0060299634933472","1"
